жОЯщАР;╦ТОР;йАТГЦ.;;аЯ. еМТэКЛАТОР;сТ. еМТэКЛ;йЫД.пЯОЛГХЕУТч;еПЫМУЛъА;а.ж.л;гЛ.еНЭЖКГС;дИЙАИОЩВОР пКГЯ.;аЯ. пАЯАСТАТИЙОЩ;гЛ/МъА пАЯАСТ/ЙОЩ;сУМОКИЙч аНъА;жояос (3%);жояос (4%);жояос (8%);жояос (20%;сЩМОКО йЯАТчСЕЫМ;пКГЯЫТщА аНъА
7000;2025;1;;веп      0000180;M;5000000392;SOL HELLAS A.E.;94073495;30.01.2025;5006000009;а32-000048183;25.11.2024;3.178,12;0;96,11;0;0;256,24;2.921,88
7000;2025;1;;веп      0000180;M;5000000392;SOL HELLAS A.E.;94073495;30.01.2025;5006000009;а32-000047994;19.11.2024;3.621,42;0;109,52;0;0;291,98;3.329,44
7000;2025;1;;веп      0000180;M;5000000392;SOL HELLAS A.E.;94073495;30.01.2025;5006000009;а32-000048351;27.11.2024;3.839,66;0;116,12;0;0;309,58;3.530,08
7000;2025;1;;веп      0000181;M;5000001693;ф.ламтос аебе;94248590;30.01.2025;;тда 140;04.11.2024;4.518,56;0;136,65;0;0;364,31;4.154,25
7000;2025;1;;веп      0000182;M;5000002124;ажои цаяамтфиытг ее-MELECCON тевмий;800824899;30.01.2025;;B2G-тп 5;06.12.2024;32.056,48;0;969,47;0;0;2.584,61;29.471,87
7000;2025;1;;веп      0000183;M;5000002762;HORMANN HELLAS е.п.е;998045167;30.01.2025;;00тил-400;28.11.2024;10.639,20;0;321,76;0;0;857,81;9.781,39
7000;2025;1;;веп      0000184;M;5000000222;аягтг а.е.;94251753;30.01.2025;;630;22.11.2024;164.300,00;0;4.968,90;0;0;13.247,00;151.053,00
7000;2025;1;;веп      0000185;M;5000000083;GE HEALTHCARE A.E;94472918;30.01.2025;;14223;26.09.2024;44.640,00;0;1.350,03;0;0;3.599,17;41.040,83
7000;2025;1;;веп      0000185;M;5000000083;GE HEALTHCARE A.E;94472918;30.01.2025;;100152;14.11.2024;235.600,00;0;7.125,18;0;0;18.995,62;216.604,38
7000;2025;1;;веп      0000186;M;5000000220;амтисек ажои а. секидг а.е.;91569759;30.01.2025;;тда-дапл-00035;11.11.2024;43.400,00;0;1.312,53;0;0;3.499,19;39.900,81
7000;2025;1;;веп      0000187;M;5000001114;LERIVA диацмыстийа уцеиас A.E.;800356020;30.01.2025;;311;24.10.2024;73.036,00;0;2.208,81;0;0;5.888,65;67.147,35
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;B 003942;18.11.2024;1.091,20;0;33,04;0;0;87,11;1.004,09
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;B 003943;18.11.2024;496;0;15,02;0;0;39,6;456,4
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;B 003944;18.11.2024;186;0;5,63;0;0;14,85;171,15
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;B 003945;18.11.2024;22.351,62;0;675,97;0;0;1.802,14;20.549,48
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;б 004019;27.11.2024;4.318,92;0;130,62;0;0;348,25;3.970,67
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;б 004020;27.11.2024;93;0;2,82;0;0;7,43;85,57
7000;2025;1;;веп      0000188;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;30.01.2025;;б 004021;27.11.2024;446,4;0;13,51;0;0;35,63;410,77
7000;2025;1;;веп      0000189;M;5000002521;кеым посеидым лом.ийе;801098453;30.01.2025;;а 15;03.07.2024;359,6;0;10,89;0;0;28,71;330,89
7000;2025;1;;веп      0000190;M;5000001334;п. йаи ж. йымстамтимидгс ое;997642185;30.01.2025;;17530;23.10.2024;35,96;0;0;0;0;1,78;34,18
7000;2025;1;;веп      0000191;M;5000001301;лемтийак цйеит епе еисацыцг & елпоя;999207816;30.01.2025;;2523;27.09.2024;183,52;0;5,56;0;0;14,66;168,86
7000;2025;1;;веп      0000192;M;5000002680;ц. йакйамас & сиа е.е.;802348388;30.01.2025;;202;02.12.2024;179,8;0;0;10,89;0;19,79;160,01
7000;2025;1;;веп      0000193;M;5000001725;ELEKTRA HELLAS A.E.;94055164;30.01.2025;;16347;20.11.2024;651;0;19,71;0;0;51,97;599,03
7000;2025;1;;веп      0000193;M;5000001725;ELEKTRA HELLAS A.E.;94055164;30.01.2025;;16348;20.11.2024;105,4;0;3,19;0;0;8,41;96,99
7000;2025;1;;веп      0000194;M;5000002778;ламиос CINE TOOLS епе;998297069;30.01.2025;;1457;30.10.2024;342,12;0;10,36;0;0;27,3;314,82
7000;2025;1;;веп      0000195;M;5000001123;Neodent а.е.;94371474;30.01.2025;;101;30.10.2024;148,8;0;4,51;0;0;11,89;136,91
7000;2025;1;;веп      0000196;M;5000001111;LABORSCIENCE SA;999509100;30.01.2025;;148;30.10.2024;434;0;13,14;0;0;34,64;399,36
7000;2025;1;;веп      0000197;M;5000000731;еккемий калпцоуея ае;94212309;30.01.2025;;1414;20.11.2024;7.564,00;0;228,76;0;0;609,86;6.954,14
7000;2025;1;;веп      0000198;M;5000001092;EMKO елл. йоутекас ае;94232740;30.01.2025;;тда-10ла-64073;04.11.2024;2.741,64;0;82,92;0;0;221,1;2.520,54
7000;2025;1;;веп      0000199;M;5000002357;E-GATE COMMERCE лийе;801068215;30.01.2025;;тда0007226;08.11.2024;735,62;0;22,27;0;0;58,71;676,91
7000;2025;1;;веп      0000200;M;5000002743;OASIS ьуйтес & жиктяа меяоу ее;802448271;30.01.2025;;тда 562;05.11.2024;186;0;5,63;0;0;14,85;171,15
7000;2025;1;;веп      0000201;M;5000001451;FGS TECHNOLOGY л. епе;800435519;30.01.2025;;тда 1355;07.11.2024;322,4;0;9,76;0;0;25,73;296,67
7000;2025;1;;веп      0000202;M;5000002186;еуцемиоу с. еустахиа-SMARTJET;41013964;30.01.2025;;12914;09.11.2024;441,44;0;13,36;0;0;35,24;406,2
7000;2025;1;;веп      0000203;M;5000001550;RETHINK  а.е.б.е.;999125269;30.01.2025;;501;18.11.2024;1.478,45;0;44,71;0;0;119,22;1.359,23
7000;2025;1;;веп      0000204;M;5000001980;елпояоваятийг а.е.б.е.;94241028;30.01.2025;;602;25.11.2024;6.564,56;0;198,53;0;0;529,27;6.035,29
7000;2025;1;;веп      0000205;M;5000001172;ажои цйалаяг ое;999318239;30.01.2025;;489;12.11.2024;753,92;0;22,83;0;0;60,19;693,73
7000;2025;1;;веп      0000206;M;5000002675;цабяигк мийокаос тоу пяойопиоу;168314125;30.01.2025;;тда 364;28.11.2024;753,3;0;22,81;0;0;60,13;693,17
7000;2025;1;;веп      0000207;M;5000002599;ваятелпояийг лесоцеиым ее;802252169;30.01.2025;;тда-а 1995;27.11.2024;565,19;0;20,01;0;0;53,3;511,89
7000;2025;1;;веп      0000207;M;5000002599;ваятелпояийг лесоцеиым ее;802252169;30.01.2025;;тда-а 1995;27.11.2024;1.195,98;0;36,17;0;0;96,44;1.099,54
7000;2025;1;;веп      0000208;M;5000001180;бас.боуциоуйас & сиа о.е.;81948820;30.01.2025;;деат 1755;08.10.2024;924,69;0;27,98;0;0;73,82;850,87
7000;2025;1;;веп      0000209;M;5000002421;FINEZZA ABEE;99060600;30.01.2025;;10.055;29.11.2024;2.547,31;0;77,04;0;0;205,4;2.341,91
7000;2025;1;;веп      0000211;M;5000001138;STERIMED A.E. амымулг етаияеиа диав;99412763;30.01.2025;;976;31.10.2024;25.025,04;0;0;1.513,65;0;2.774,52;22.250,52
7000;2025;1;;веп      0000212;M;5000001529;кыяемтгс ае;94249641;30.01.2025;;14;29.11.2024;5.407,00;0;0;405,54;0;743,35;4.663,65
7000;2025;1;;веп      0000212;M;5000001529;кыяемтгс ае;94249641;30.01.2025;;16;27.12.2024;6.211,00;0;0;465,84;0;853,88;5.357,12
7000;2025;1;;веп      0000213;M;5000001392;в.беяелгс-отис а.б.е.т.е.;94208578;30.01.2025;;263792;21.11.2024;14.322,00;0;0;866,27;0;1.587,87;12.734,13
7000;2025;1;;веп      0000214;M;5000002798;сеяцгс сталат-йымстамтимоу сытгя ое;801062388;12.02.2025;;19;28.12.2024;2.108,00;0;0;127,5;0;233,71;1.874,29
7000;2025;1;;веп      0000215;M;5000002607;ESTRUCT E.E.;802267343;12.02.2025;;47;20.12.2024;2.187,36;0;0;132,3;0;242,5;1.944,86
7000;2025;1;;веп      0000216;M;5000002521;кеым посеидым лом.ийе;801098453;12.02.2025;;66;09.12.2024;310;0;0;18,77;0;34,13;275,87
7000;2025;1;;веп      0000216;M;5000002521;кеым посеидым лом.ийе;801098453;12.02.2025;;52;22.11.2024;1.054,00;0;0;63,82;0;116,04;937,96
7000;2025;1;;веп      0000217;M;5000002521;кеым посеидым лом.ийе;801098453;12.02.2025;;67;16.12.2024;1.984,00;0;0;120;0;219,96;1.764,04
7000;2025;1;;веп      0000218;M;5000002701;лаяиа тяуж. лаяйопоукоу;55069381;12.02.2025;;5;04.12.2024;3.100,00;0;0;187,5;0;343,7;2.756,30
7000;2025;1;;веп      0000220;M;5000000499;цемесис жаяла а.е.;94495317;12.02.2025;;да-тп ф 0054936;22.03.2024;14.945,89;0;528,76;0;0;1.409,67;13.536,22
7000;2025;1;;веп      0000220;M;5000000499;цемесис жаяла а.е.;94495317;12.02.2025;;пт.й 0001582;10.12.2024;-14.945,89;0;-528,76;0;0;-1.409,67;-13.536,22
7000;2025;1;;веп      0000220;M;5000000499;цемесис жаяла а.е.;94495317;12.02.2025;;тп.й 0000658;10.12.2024;14.945,89;0;528,76;0;0;1.409,67;13.536,22
7000;2025;1;;веп      0000221;M;5000000502;INNOVIS PHARMA аебе;998381010;12.02.2025;;тп бы 0011255;19.01.2024;2.746,16;0;97,16;0;0;259,01;2.487,15
7000;2025;1;;веп      0000221;M;5000000502;INNOVIS PHARMA аебе;998381010;12.02.2025;;пт аы 0000007493;10.12.2024;-2.746,16;0;-97,16;0;0;-259,01;-2.487,15
7000;2025;1;;веп      0000221;M;5000000502;INNOVIS PHARMA аебе;998381010;12.02.2025;;тп аы 0000062352;10.12.2024;2.746,16;0;97,16;0;0;259,01;2.487,15
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;тип-паяай 570;13.02.2024;12.204,00;0;405;0;0;1.079,74;11.124,26
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;тип-паяай 570;13.02.2024;148,8;0;4,5;0;0;11,99;136,81
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;пис 33;10.12.2024;-12.204,00;0;-405;0;0;-1.079,74;-11.124,26
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;пис 33;10.12.2024;-148,8;0;-4,5;0;0;-11,99;-136,81
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;тип-паяай 1270;10.12.2024;12.204,00;0;405;0;0;1.079,74;11.124,26
7000;2025;1;;веп      0000222;M;5000002433;MEDICAL DYNAMICS AE;801725809;12.02.2025;;тип-паяай 1270;10.12.2024;148,8;0;4,5;0;0;11,99;136,81
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;228;22.02.2024;1.695,00;0;56,25;0;0;149,97;1.545,03
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;228;22.02.2024;1.240,00;0;37,5;0;0;99,98;1.140,02
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;275;15.05.2024;3.390,00;0;112,5;0;0;299,93;3.090,07
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;пист 000005;11.12.2024;-1.695,00;0;-56,25;0;0;-149,97;-1.545,03
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;пист 000005;11.12.2024;-1.240,00;0;-37,5;0;0;-99,98;-1.140,02
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;тда 000367;11.12.2024;1.695,00;0;56,25;0;0;149,97;1.545,03
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;тда 000367;11.12.2024;1.240,00;0;37,5;0;0;99,98;1.140,02
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;пист 000006;11.12.2024;-3.390,00;0;-112,5;0;0;-299,93;-3.090,07
7000;2025;1;;веп      0000223;M;5000002459;E - DEPLOYMED и.й.е.;801860350;12.02.2025;;тда-368;11.12.2024;3.390,00;0;112,5;0;0;299,93;3.090,07
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;1632;06.03.2024;4.030,00;0;121,88;0;0;324,93;3.705,07
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;3443;14.05.2024;8.060,00;0;243,76;0;0;649,86;7.410,14
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;птд0000379;09.12.2024;-4.030,00;0;-121,88;0;0;-324,93;-3.705,07
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;тда0009352;09.12.2024;4.030,00;0;121,88;0;0;324,93;3.705,07
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;птд0000381;09.12.2024;-8.060,00;0;-243,76;0;0;-649,86;-7.410,14
7000;2025;1;;веп      0000224;M;5000001494;ZERONO A.E.;998477820;12.02.2025;;тда0009353;09.12.2024;8.060,00;0;243,76;0;0;649,86;7.410,14
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц00701;01.02.2024;17.502,60;0;529,34;0;0;1.411,17;16.091,43
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц00153;12.01.2024;2.916,27;0;96,78;0;0;258,03;2.658,24
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц00440;24.01.2024;13.566,84;0;410,29;0;0;1.093,86;12.472,98
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02220;22.03.2024;7.006,00;0;211,88;0;0;564,87;6.441,13
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02219;22.03.2024;15.177,60;0;459,01;0;0;1.223,72;13.953,88
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц01937;12.03.2024;7.294,15;0;242,07;0;0;645,36;6.648,79
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02994;17.04.2024;4.612,80;0;139,5;0;0;371,9;4.240,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02995;17.04.2024;5.275,26;0;175,07;0;0;466,74;4.808,52
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02996;17.04.2024;6.862,16;0;207,53;0;0;553,26;6.308,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц02530;03.04.2024;4.129,20;0;124,88;0;0;332,93;3.796,27
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц03856;21.05.2024;26.560,80;0;803,27;0;0;2.141,52;24.419,28
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц03374;01.05.2024;4.644,30;0;154,13;0;0;410,9;4.233,40
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилдц03481;02.05.2024;7.241,60;0;219,01;0;0;583,87;6.657,73
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0083;10.12.2024;-17.502,60;0;-529,34;0;0;-1.411,17;-16.091,43
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000874;10.12.2024;17.502,60;0;529,34;0;0;1.411,17;16.091,43
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0082;10.12.2024;-2.916,27;0;-96,78;0;0;-258,03;-2.658,24
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000873;10.12.2024;2.916,27;0;96,78;0;0;258,03;2.658,24
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0084;10.12.2024;-7.294,15;0;-242,06;0;0;-645,37;-6.648,78
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000875;10.12.2024;7.294,15;0;242,06;0;0;645,37;6.648,78
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0085;10.12.2024;-15.177,60;0;-459,01;0;0;-1.223,72;-13.953,88
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000876;10.12.2024;15.177,60;0;459,01;0;0;1.223,72;13.953,88
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0086;10.12.2024;-7.006,00;0;-211,88;0;0;-564,87;-6.441,13
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000878;10.12.2024;7.006,00;0;211,88;0;0;564,87;6.441,13
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0087;10.12.2024;-4.129,20;0;-124,88;0;0;-332,93;-3.796,27
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000879;10.12.2024;4.129,20;0;124,88;0;0;332,93;3.796,27
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0089;10.12.2024;-4.612,80;0;-139,5;0;0;-371,9;-4.240,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000881;10.12.2024;4.612,80;0;139,5;0;0;371,9;4.240,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0090;10.12.2024;-5.275,26;0;-175,07;0;0;-466,74;-4.808,52
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000882;10.12.2024;5.275,26;0;175,07;0;0;466,74;4.808,52
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0091;10.12.2024;-6.862,16;0;-207,53;0;0;-553,26;-6.308,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000883;10.12.2024;6.862,16;0;207,53;0;0;553,26;6.308,90
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0092;10.12.2024;-4.644,30;0;-154,13;0;0;-410,9;-4.233,40
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000884;10.12.2024;4.644,30;0;154,13;0;0;410,9;4.233,40
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0093;10.12.2024;-7.241,60;0;-219,01;0;0;-583,87;-6.657,73
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000885;10.12.2024;7.241,60;0;219,01;0;0;583,87;6.657,73
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0094;10.12.2024;-26.560,80;0;-803,27;0;0;-2.141,52;-24.419,28
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000886;10.12.2024;26.560,80;0;803,27;0;0;2.141,52;24.419,28
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;птейдц0081;10.12.2024;-13.566,84;0;-410,29;0;0;-1.093,86;-12.472,98
7000;2025;1;;веп      0000225;M;5000000124;MEDICARE HELLAS а.е.;95367968;12.02.2025;5006000001;тилд000872;10.12.2024;13.566,84;0;410,29;0;0;1.093,86;12.472,98
7000;2025;1;;веп      0000226;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 227;05.12.2024;1.649,20;0;49,88;0;0;132,96;1.516,24
7000;2025;1;;веп      0000226;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 226;05.12.2024;49,6;0;1,5;0;0;3,96;45,64
7000;2025;1;;веп      0000226;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 225;05.12.2024;4.464,00;0;135;0;0;359,92;4.104,08
7000;2025;1;;веп      0000226;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 224;05.12.2024;2.108,00;0;63,75;0;0;169,96;1.938,04
7000;2025;1;;веп      0000227;M;5000002521;кеым посеидым лом.ийе;801098453;12.02.2025;;69;23.12.2024;1.959,20;0;0;118,5;0;217,22;1.741,98
7000;2025;1;;веп      0000228;M;5000001673;м.йояайитгс & сиа е.е.;997954899;12.02.2025;;2686;23.12.2024;341;0;0;20,65;0;37,55;303,45
7000;2025;1;;веп      0000228;M;5000001673;м.йояайитгс & сиа е.е.;997954899;12.02.2025;;2689;23.12.2024;682;0;0;41,3;0;75,09;606,91
7000;2025;1;;веп      0000228;M;5000001673;м.йояайитгс & сиа е.е.;997954899;12.02.2025;;2690;24.12.2024;341;0;0;20,65;0;37,55;303,45
7000;2025;1;;веп      0000228;M;5000001673;м.йояайитгс & сиа е.е.;997954899;12.02.2025;;2691;27.12.2024;682;0;0;41,3;0;75,09;606,91
7000;2025;1;;веп      0000228;M;5000001673;м.йояайитгс & сиа е.е.;997954899;12.02.2025;;2694;27.12.2024;341;0;0;20,65;0;37,55;303,45
7000;2025;1;;веп      0000229;M;5000002777;деяломиытгс йым/мос - PAINT CUBE;67322972;12.02.2025;;1;11.10.2024;297,6;0;9,01;0;0;23,76;273,84
7000;2025;1;;веп      0000230;M;5000000956;DORMED HELLAS AE;84271222;12.02.2025;;0тда 809;04.11.2024;620;0;18,77;0;0;49,49;570,51
7000;2025;1;;веп      0000231;M;5000000641;APOLLON MEDICAL лом епе;997626498;12.02.2025;;1424;01.11.2024;1.054,00;0;31,91;0;0;84,13;969,87
7000;2025;1;;веп      0000232;M;5000002109;CARTRIDGE WORLD GREECE AE;999399780;12.02.2025;;ст-тда 10976;21.10.2024;44,64;0;0;0;0;2,21;42,43
7000;2025;1;;веп      0000233;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 203;13.11.2024;421,6;0;12,77;0;0;33,68;387,92
7000;2025;1;;веп      0000233;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 202;13.11.2024;310;0;9,38;0;0;24,73;285,27
7000;2025;1;;веп      0000233;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 201;13.11.2024;80,6;0;2,44;0;0;6,44;74,16
7000;2025;1;;веп      0000233;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 211;19.11.2024;436,48;0;13,21;0;0;34,83;401,65
7000;2025;1;;веп      0000233;M;5000002753;LEADER HELLAS AA O.E.;802326335;12.02.2025;;тда 212;21.11.2024;781,2;0;23,64;0;0;62,35;718,85
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;0тдук0000004330;15.02.2024;3.464,58;0;114,98;0;0;306,53;3.158,05
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;0тдук0000004328;14.02.2024;1.435,78;0;47,66;0;0;127,02;1.308,76
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;0тдук0000004328;14.02.2024;1.671,77;0;50,56;0;0;134,82;1.536,95
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;01\0птук6236;10.12.2024;-3.464,58;0;-114,98;0;0;-306,53;-3.158,05
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;01\0тдук6246;10.12.2024;3.464,58;0;114,98;0;0;306,53;3.158,05
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;0птук0000006235;10.12.2024;-1.435,78;0;-47,66;0;0;-127,02;-1.308,76
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;0птук0000006235;10.12.2024;-1.671,77;0;-50,56;0;0;-134,82;-1.536,95
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;отдук0000006245;10.12.2024;1.435,78;0;47,66;0;0;127,02;1.308,76
7000;2025;1;;веп      0000234;M;5000001414;MEDINOR EE;82802380;12.02.2025;5006000009;отдук0000006245;10.12.2024;1.671,77;0;50,56;0;0;134,82;1.536,95
7000;2025;1;;веп      0000235;M;5000001133;REVIVAL AE;999079132;12.02.2025;;л 007176;26.11.2024;568,91;0;17,22;0;0;45,41;523,5
7000;2025;1;;веп      0000236;M;5000002665;SAMOUR FLOORS;998844383;12.02.2025;;тил0000163;17.12.2024;3.041,40;0;91,99;0;0;245,21;2.796,19
7000;2025;1;;веп      0000236;M;5000002665;SAMOUR FLOORS;998844383;12.02.2025;;тил0000168;27.12.2024;25.525,40;0;771,96;0;0;2.058,03;23.467,37
7000;2025;1;;веп      0000237;M;5000002757;ажои йапаяекг аебе;94353813;12.02.2025;;31707;18.12.2024;349,68;0;10,59;0;0;27,91;321,77
7000;2025;1;;веп      0000237;M;5000002757;ажои йапаяекг аебе;94353813;12.02.2025;;31708;18.12.2024;1.698,80;0;51,38;0;0;136,98;1.561,82
7000;2025;1;;веп      0000238;M;5000001367;сйакиеягс вягстос;74566378;12.02.2025;;тда0001184;11.12.2024;1.166,22;0;35,27;0;0;94,03;1.072,19
7000;2025;1;;веп      0000238;M;5000001367;сйакиеягс вягстос;74566378;12.02.2025;;тда0001180;11.12.2024;1.717,40;0;51,95;0;0;138,5;1.578,90
